Code,Year,Entity,Poverty,Any Union
HUN,2001,Hungary,0,0
HUN,2002,Hungary,0,0
HUN,2003,Hungary,0.018131863,0
HUN,2004,Hungary,0,0
HUN,2005,Hungary,0,0
HUN,2006,Hungary,0,0
HUN,2007,Hungary,0,0
HUN,2008,Hungary,0.021265051,0
HUN,2009,Hungary,0.064792815,1
HUN,2010,Hungary,0.071793157,1
HUN,2011,Hungary,0.09156373,1
HUN,2012,Hungary,0.325759031,1
HUN,2013,Hungary,0.180298806,1
HUN,2014,Hungary,0.657674388,1
HUN,2015,Hungary,0.62615483,1
HUN,2016,Hungary,1.348722582,1
HUN,2017,Hungary,0.609267341,1
HUN,2018,Hungary,0.207530354,1
HUN,2019,Hungary,0.301702462,1
ISL,2003,Iceland,0,0
ISL,2004,Iceland,0.170065497,0
ISL,2005,Iceland,0.03701966,0
ISL,2006,Iceland,0.146804858,0
ISL,2007,Iceland,0.08061417,0
ISL,2008,Iceland,0.060815003,0
ISL,2009,Iceland,0.097200671,0
ISL,2010,Iceland,0.149384488,0
ISL,2011,Iceland,0.123283962,0
ISL,2012,Iceland,0.033555817,0
ISL,2013,Iceland,0.047026344,0
ISL,2014,Iceland,0,0
ISL,2015,Iceland,0.034490183,0
ISL,2016,Iceland,0,0
ISL,2017,Iceland,0,0
IND,1993,India,47.64457374,0
IND,2004,India,39.90965445,0
IND,2009,India,32.86712608,0
IND,2011,India,22.53226167,0
IND,2015,India,18.73055723,0
IND,2016,India,18.10634522,0
IND,2017,India,13.36569587,0
IND,2018,India,11.08792608,0
IND,2019,India,10.01220284,0
IDN,1993,Indonesia,62.09677443,0
IDN,1996,Indonesia,51.28260059,0
IDN,1998,Indonesia,69.1238103,0
IDN,1999,Indonesia,45.96813345,0
IDN,2000,Indonesia,43.60342097,0
IDN,2001,Indonesia,39.87312593,0
IDN,2002,Indonesia,26.79416527,0
IDN,2003,Indonesia,26.44779549,0
IDN,2004,Indonesia,27.01486265,0
IDN,2005,Indonesia,24.64383366,0
IDN,2006,Indonesia,30.58649875,0
IDN,2007,Indonesia,25.24905795,0
IDN,2008,Indonesia,24.74697126,0
IDN,2009,Indonesia,20.95784029,0
IDN,2010,Indonesia,18.25309091,0
IDN,2011,Indonesia,15.69308183,0
IDN,2012,Indonesia,13.73531723,0
IDN,2013,Indonesia,11.17879636,0
IDN,2014,Indonesia,9.261918362,0
IDN,2015,Indonesia,8.276287492,0
IDN,2016,Indonesia,7.517360564,0
IDN,2017,Indonesia,6.618347691,0
IDN,2018,Indonesia,5.424300028,0
IDN,2019,Indonesia,4.380574452,0
IRN,1994,Iran,4.476879883,0
IRN,1998,Iran,4.525698242,0
IRN,2005,Iran,1.021020466,0
IRN,2006,Iran,0.849096732,0
IRN,2009,Iran,1.491826407,0
IRN,2013,Iran,0.268701582,0
IRN,2014,Iran,0.793257757,0
IRN,2015,Iran,0.72021691,0
IRN,2016,Iran,0.693286871,0
IRN,2017,Iran,0.632029842,0
IRN,2018,Iran,0.857755325,0
IRN,2019,Iran,1.050399412,0
IRQ,2006,Iraq,0.035182139,0
IRQ,2012,Iraq,0.088752467,0
IRL,1994,Ireland,0.163433766,0
IRL,1995,Ireland,0.176097523,0
IRL,1996,Ireland,0.224018085,0
IRL,2000,Ireland,0.178272197,0
IRL,2002,Ireland,0.235051835,0
IRL,2003,Ireland,0.127632712,0
IRL,2004,Ireland,0.052105939,0
IRL,2005,Ireland,0.021705688,0
IRL,2006,Ireland,0.3984308,0
IRL,2007,Ireland,0.098496273,0
IRL,2008,Ireland,0.180506709,0
IRL,2009,Ireland,0.490602157,0
IRL,2010,Ireland,0.542757136,0
IRL,2011,Ireland,0.544944668,0
IRL,2012,Ireland,0.335012365,0
IRL,2013,Ireland,0.682228501,0
IRL,2014,Ireland,0.388953793,0
IRL,2015,Ireland,0.367627564,0
IRL,2016,Ireland,0.134726121,0
IRL,2017,Ireland,0.243196115,0
IRL,2018,Ireland,0.003921386,0
ISR,1992,Israel,0.215327275,0
ISR,1997,Israel,0.245608358,1
ISR,2001,Israel,0.248977772,1
ISR,2002,Israel,0.480425345,1
ISR,2003,Israel,0.462705842,1
ISR,2004,Israel,0.499138864,1
ISR,2005,Israel,0.483315293,1
ISR,2006,Israel,0.224965806,1
ISR,2007,Israel,0.491812385,1
ISR,2008,Israel,0.483507903,1
ISR,2009,Israel,0.491627745,1
ISR,2010,Israel,0.227678353,1
ISR,2011,Israel,0.230770592,1
ISR,2012,Israel,0.73900739,1
ISR,2013,Israel,0.453780336,1
ISR,2014,Israel,0.49243242,1
ISR,2015,Israel,0.493853655,1
ISR,2016,Israel,0.241394643,1
ISR,2017,Israel,0.45742482,1
ISR,2018,Israel,0.496766237,1
ITA,1991,Italy,0.247716943,0
ITA,1993,Italy,1.223218901,0
ITA,1995,Italy,0.742329068,0
ITA,1998,Italy,1.742441262,0
ITA,2000,Italy,1.249517026,0
ITA,2003,Italy,0.769403296,0
ITA,2004,Italy,0.604520633,0
ITA,2005,Italy,0.647290218,0
ITA,2006,Italy,0.653436245,0
ITA,2007,Italy,0.680242974,0
ITA,2008,Italy,0.704179491,0
ITA,2009,Italy,0.911579304,0
ITA,2010,Italy,1.265289526,0
ITA,2011,Italy,1.15604815,0
ITA,2012,Italy,1.200608491,0
ITA,2013,Italy,1.373167206,0
ITA,2014,Italy,1.232120299,0
ITA,2015,Italy,1.948866408,0
ITA,2016,Italy,1.629945493,1
ITA,2017,Italy,1.421634253,1
ITA,2018,Italy,1.457646871,1
JAM,1993,Jamaica,7.418186035,0
JAM,1996,Jamaica,2.562860812,0
JAM,1999,Jamaica,2.314703246,0
JAM,2002,Jamaica,2.128691256,0
JAM,2004,Jamaica,1.177245927,0
JPN,2008,Japan,0.479825608,0
JPN,2010,Japan,0,0
JPN,2013,Japan,0.727887887,0
JOR,1992,Jordan,0.638536377,0
JOR,1997,Jordan,0.40664917,0
JOR,2002,Jordan,0.195180505,0
JOR,2006,Jordan,0.090887451,0
JOR,2008,Jordan,0.010805057,0
JOR,2010,Jordan,0.040854883,0
KAZ,1993,Kazakhstan,8.435302842,0
KAZ,1996,Kazakhstan,7.940509201,0
KAZ,2001,Kazakhstan,12.81441939,0
KAZ,2002,Kazakhstan,8.887372077,0
KAZ,2003,Kazakhstan,6.167813188,0
KAZ,2004,Kazakhstan,3.31670659,0
KAZ,2005,Kazakhstan,8.661421347,0
KAZ,2006,Kazakhstan,1.011472318,0
KAZ,2007,Kazakhstan,0.385548613,0
KAZ,2008,Kazakhstan,0.242865191,0
KAZ,2009,Kazakhstan,0.244165317,0
KAZ,2010,Kazakhstan,0.195122904,0
KAZ,2011,Kazakhstan,0.071094771,0
KAZ,2012,Kazakhstan,0.038424108,0
KAZ,2013,Kazakhstan,0.033109629,0
KAZ,2014,Kazakhstan,0.019275259,0
KAZ,2015,Kazakhstan,0.038270587,0
KAZ,2016,Kazakhstan,0.050528718,0
KAZ,2017,Kazakhstan,0.041498997,0
KAZ,2018,Kazakhstan,0.015140791,0
KEN,1992,Kenya,26.4451416,0
KEN,1994,Kenya,25.88055407,0
KEN,1997,Kenya,25.39386317,0
KEN,2005,Kenya,36.67383921,0
KEN,2015,Kenya,29.36510585,0
KIR,2006,Kiribati,14.02715237,0
KIR,2019,Kiribati,1.65736114,0
OWID_KOS,2003,Kosovo,2.397859519,0
OWID_KOS,2005,Kosovo,4.20929192,0
OWID_KOS,2006,Kosovo,4.075941867,0
OWID_KOS,2009,Kosovo,3.409753723,0
OWID_KOS,2010,Kosovo,2.894364637,0
OWID_KOS,2011,Kosovo,1.880268477,0
OWID_KOS,2012,Kosovo,0.834930594,0
OWID_KOS,2013,Kosovo,0.445217123,0
OWID_KOS,2014,Kosovo,1.136909344,0
OWID_KOS,2015,Kosovo,0.779773875,0
OWID_KOS,2016,Kosovo,0.764696094,0
OWID_KOS,2017,Kosovo,0.440241311,0
KGZ,1998,Kyrgyzstan,28.42345722,0
KGZ,2000,Kyrgyzstan,38.18244014,0
KGZ,2001,Kyrgyzstan,33.35690265,0
KGZ,2002,Kyrgyzstan,31.14936255,0
KGZ,2003,Kyrgyzstan,25.70317875,0
KGZ,2004,Kyrgyzstan,11.57546949,0
KGZ,2005,Kyrgyzstan,13.57483712,0
KGZ,2006,Kyrgyzstan,8.371434202,0
KGZ,2007,Kyrgyzstan,8.752659228,0
KGZ,2008,Kyrgyzstan,3.309288518,0
KGZ,2009,Kyrgyzstan,1.546930702,0
KGZ,2010,Kyrgyzstan,3.52141799,0
KGZ,2011,Kyrgyzstan,1.257770408,0
KGZ,2012,Kyrgyzstan,2.629814716,0
KGZ,2013,Kyrgyzstan,2.62000409,0
KGZ,2014,Kyrgyzstan,1.048443573,0
KGZ,2015,Kyrgyzstan,2.180596324,0
KGZ,2016,Kyrgyzstan,1.14351041,0
KGZ,2017,Kyrgyzstan,1.268574539,0
KGZ,2018,Kyrgyzstan,0.735891473,0
KGZ,2019,Kyrgyzstan,0.659063668,0
LAO,1992,Laos,23.7008034,0
LAO,1997,Laos,43.19544386,0
LAO,2002,Laos,25.36988174,0
LAO,2007,Laos,19.54654012,0
LAO,2012,Laos,10.89104423,0
LAO,2018,Laos,7.138362829,0
LVA,1993,Latvia,0.016102295,0
LVA,1995,Latvia,0.03057297,0
LVA,1996,Latvia,1.765589188,0
LVA,1997,Latvia,2.197101572,0
LVA,1998,Latvia,1.756435327,0
LVA,2002,Latvia,0.71719413,0
LVA,2003,Latvia,0.604463072,0
LVA,2004,Latvia,0.28444553,0
LVA,2005,Latvia,2.362021695,0
LVA,2006,Latvia,1.553331663,0
LVA,2007,Latvia,0.021305429,0
LVA,2008,Latvia,0.027127187,0
LVA,2009,Latvia,0.354931377,0
LVA,2010,Latvia,1.732676427,0
LVA,2011,Latvia,1.028608572,0
LVA,2012,Latvia,1.067699434,0
LVA,2013,Latvia,1.165378743,0
LVA,2014,Latvia,0.791355906,0
LVA,2015,Latvia,0.650310965,0
LVA,2016,Latvia,0.646951271,0
LVA,2017,Latvia,0.797217866,0
LVA,2018,Latvia,0.360002433,0
LVA,2019,Latvia,0.239100797,0
LBN,2011,Lebanon,0,0
LSO,1994,Lesotho,53.74653465,0
LSO,2002,Lesotho,66.33908974,0
LSO,2017,Lesotho,32.39991099,0
LBR,2007,Liberia,53.34777596,0
LBR,2014,Liberia,25.93076234,0
LBR,2016,Liberia,27.6177479,0
LTU,1993,Lithuania,6.616963303,0
LTU,1996,Lithuania,0,0
LTU,1998,Lithuania,0.322596471,0
LTU,1999,Lithuania,0.29311337,0
LTU,2000,Lithuania,0.245241753,0
LTU,2001,Lithuania,0.578524742,0
LTU,2002,Lithuania,0.503803479,0
LTU,2003,Lithuania,0.194675954,0
LTU,2004,Lithuania,0.092465658,0
LTU,2005,Lithuania,1.781726799,0
LTU,2006,Lithuania,1.523017096,0
LTU,2007,Lithuania,1.339564432,0
LTU,2008,Lithuania,0.149395424,0
LTU,2009,Lithuania,2.243250605,0
LTU,2010,Lithuania,1.534339919,0
LTU,2011,Lithuania,0.700575077,0
LTU,2012,Lithuania,0.947792582,0
LTU,2013,Lithuania,0.705008152,0
LTU,2014,Lithuania,1.262025983,0
LTU,2015,Lithuania,0.719858604,0
LTU,2016,Lithuania,1.270505922,0
LTU,2017,Lithuania,1.022507264,0
LTU,2018,Lithuania,0.925013653,0
LTU,2019,Lithuania,0.547929656,0
LUX,1991,Luxembourg,0,0
LUX,1994,Luxembourg,0,0
LUX,1997,Luxembourg,0,0
LUX,2000,Luxembourg,0,0
LUX,2003,Luxembourg,0.07174669,0
LUX,2004,Luxembourg,0.018192331,0
LUX,2005,Luxembourg,0.03469405,0
LUX,2006,Luxembourg,0,0
LUX,2007,Luxembourg,0.021916224,0
LUX,2008,Luxembourg,0,0
LUX,2009,Luxembourg,0.044111023,0
LUX,2010,Luxembourg,0,0
LUX,2011,Luxembourg,0.117579345,0
LUX,2012,Luxembourg,0.043618946,0
LUX,2013,Luxembourg,0.08910331,0
LUX,2014,Luxembourg,0.139924913,0
LUX,2015,Luxembourg,0.300124523,0
LUX,2016,Luxembourg,0.117219513,0
LUX,2017,Luxembourg,0.283129861,0
LUX,2018,Luxembourg,0.284817859,0
LUX,2019,Luxembourg,0.101187471,0
MDG,1993,Madagascar,73.25070854,0
MDG,1997,Madagascar,69.37030299,0
MDG,1999,Madagascar,66.86746234,0
MDG,2001,Madagascar,70.99639648,0
MDG,2005,Madagascar,74.22136458,0
MDG,2010,Madagascar,80.15472945,0
MDG,2012,Madagascar,80.7300579,0
MWI,1997,Malawi,58.4547996,0
MWI,2004,Malawi,68.8645813,0
MWI,2010,Malawi,68.42151117,0
MWI,2016,Malawi,65.73572308,0
MWI,2019,Malawi,70.06059874,0
MYS,1992,Malaysia,2.035961914,0
MYS,1995,Malaysia,2.475327148,0
MYS,1997,Malaysia,0.717866211,0
MYS,2003,Malaysia,1.571251693,0
MYS,2006,Malaysia,0.770138228,0
MYS,2008,Malaysia,0.696573831,0
MYS,2011,Malaysia,0.13992568,0
MYS,2013,Malaysia,0.033976989,0
MYS,2015,Malaysia,0.019036654,0
MDV,2002,Maldives,6.608180416,0
MDV,2009,Maldives,3.772896017,0
MDV,2016,Maldives,0,0
MDV,2019,Maldives,0,0
MLI,1994,Mali,84.49571932,0
MLI,2001,Mali,57.15224035,0
MLI,2006,Mali,49.67616157,0
MLI,2009,Mali,48.17214136,0
MLI,2018,Mali,14.79144237,0
MLT,2006,Malta,0.511958558,0
MLT,2007,Malta,0.410324362,0
MLT,2008,Malta,0.109011512,0
MLT,2009,Malta,0.430445416,0
MLT,2010,Malta,0.219273871,0
MLT,2011,Malta,0.1857052,0
MLT,2012,Malta,0.11772207,0
MLT,2013,Malta,0.029666145,0
MLT,2014,Malta,0,1
MLT,2015,Malta,0.084377965,1
MLT,2016,Malta,0.092087107,1
MLT,2017,Malta,0.159886508,1
MLT,2018,Malta,0.103380613,1
MLT,2019,Malta,0.304681779,1
MHL,2019,Marshall Islands,0.854344374,0
MRT,1993,Mauritania,42.84811035,0
MRT,1995,Mauritania,21.83204831,0
MRT,2000,Mauritania,21.48799949,0
MRT,2004,Mauritania,18.12638767,0
MRT,2008,Mauritania,11.84261222,0
MRT,2014,Mauritania,6.490837303,0
MUS,2006,Mauritius,0.307611768,0
MUS,2012,Mauritius,0.412389902,0
MUS,2017,Mauritius,0.125313709,0
MEX,1992,Mexico,7.377365901,0
MEX,1994,Mexico,7.310463669,0
MEX,1996,Mexico,18.09687769,0
MEX,1998,Mexico,12.90328507,0
MEX,2000,Mexico,8.923510871,0
MEX,2002,Mexico,6.588872899,0
MEX,2004,Mexico,5.950515293,0
MEX,2005,Mexico,6.544524699,0
MEX,2006,Mexico,4.152400293,1
MEX,2008,Mexico,5.362180599,1
MEX,2010,Mexico,4.518379959,1
MEX,2012,Mexico,3.839893383,1
MEX,2014,Mexico,3.713511631,1
MEX,2016,Mexico,3.214910566,1
MEX,2018,Mexico,2.629380587,1
FSM,2005,Micronesia (country),8.559807091,0
FSM,2013,Micronesia (country),16.02843764,0
MDA,1997,Moldova,13.00948025,0
MDA,1998,Moldova,24.04740221,0
MDA,1999,Moldova,33.50885549,0
MDA,2000,Moldova,31.08438051,0
MDA,2001,Moldova,23.25572512,0
MDA,2002,Moldova,13.55862226,0
MDA,2003,Moldova,5.608705549,0
MDA,2004,Moldova,6.55040906,0
MDA,2005,Moldova,10.87485997,0
MDA,2006,Moldova,1.96253969,0
MDA,2007,Moldova,0.952441718,0
MDA,2008,Moldova,0.957424862,0
MDA,2009,Moldova,0.658016723,0
MDA,2010,Moldova,0.410401243,0
MDA,2011,Moldova,0.216697103,0
MDA,2012,Moldova,0.138510352,0
MDA,2013,Moldova,0.025188605,0
MDA,2014,Moldova,0,0
MDA,2015,Moldova,0.031209244,0
MDA,2016,Moldova,0.108054411,0
MDA,2017,Moldova,0,0
MDA,2018,Moldova,0,0
MDA,2019,Moldova,0.028645139,0
MNG,1995,Mongolia,14.89959961,0
MNG,1998,Mongolia,28.44401836,0
MNG,2002,Mongolia,11.61210197,0
MNG,2007,Mongolia,1.695188596,0
MNG,2010,Mongolia,1.143570708,0
MNG,2011,Mongolia,0.856681419,0
MNG,2012,Mongolia,0.473109333,0
MNG,2014,Mongolia,0.327552246,0
MNG,2016,Mongolia,0.706497319,0
MNG,2018,Mongolia,0.711585582,0
MNE,2005,Montenegro,0.228418403,0
MNE,2006,Montenegro,0,0
MNE,2007,Montenegro,0.360645065,0
MNE,2008,Montenegro,0.093895993,0
MNE,2009,Montenegro,0,0
MNE,2010,Montenegro,0,0
MNE,2011,Montenegro,0.211241748,0
MNE,2012,Montenegro,1.2642962,0
MNE,2013,Montenegro,1.038303633,0
MNE,2014,Montenegro,0,0
MNE,2015,Montenegro,1.345771296,0
MNE,2016,Montenegro,2.474331027,0
MNE,2017,Montenegro,3.311506361,0
MNE,2018,Montenegro,2.839832998,0
MAR,1998,Morocco,8.375333966,0
MAR,2000,Morocco,7.934031645,0
MAR,2006,Morocco,4.242266377,0
MAR,2013,Morocco,1.443110115,0
MOZ,1996,Mozambique,82.68428457,0
MOZ,2002,Mozambique,80.58823009,0
MOZ,2008,Mozambique,70.79581805,0
MOZ,2014,Mozambique,64.64085921,0
MMR,2015,Myanmar,6.217002414,0
MMR,2017,Myanmar,1.991156731,0
NAM,1993,Namibia,53.51683212,0
NAM,2003,Namibia,35.8615246,0
NAM,2009,Namibia,26.94402986,0
NAM,2015,Namibia,15.61701367,0
NRU,2012,Nauru,1.388212735,0
NPL,1995,Nepal,55.15514504,0
NPL,2003,Nepal,40.3067533,0
NPL,2010,Nepal,8.240499095,0
NLD,1993,Netherlands,0.971405591,0
NLD,1999,Netherlands,0.202898304,1
NLD,2004,Netherlands,0.235875658,1
NLD,2005,Netherlands,0.148320041,1
NLD,2006,Netherlands,0.045792856,1
NLD,2007,Netherlands,0.028631331,1
NLD,2008,Netherlands,0.133608954,1
NLD,2009,Netherlands,0.110770101,1
NLD,2010,Netherlands,0.047438907,1
NLD,2011,Netherlands,0.096053095,1
NLD,2012,Netherlands,0.075842192,1
NLD,2013,Netherlands,0.08687879,1
NLD,2014,Netherlands,0.057712958,1
NLD,2015,Netherlands,0.061662623,1
NLD,2016,Netherlands,0.045917113,1
NLD,2017,Netherlands,0.188766229,1
NLD,2018,Netherlands,0.100916321,1
NLD,2019,Netherlands,0.095728705,1
NIC,1993,Nicaragua,23.04074144,0
NIC,1998,Nicaragua,17.55832484,0
NIC,2001,Nicaragua,18.79119184,0
NIC,2005,Nicaragua,17.25734782,0
NIC,2009,Nicaragua,8.27664411,0
NIC,2014,Nicaragua,3.941028657,0
NER,1992,Niger,84.3648673,0
NER,1994,Niger,85.51636561,0
NER,2005,Niger,80.50121394,0
NER,2007,Niger,78.89103284,0
NER,2011,Niger,60.55905472,0
NER,2014,Niger,53.56470955,0
NER,2018,Niger,50.6335256,0
NGA,1992,Nigeria,52.35387509,0
NGA,1996,Nigeria,58.41951479,0
NGA,2003,Nigeria,47.87892463,0
NGA,2010,Nigeria,34.88532811,0
NGA,2012,Nigeria,33.82892115,0
NGA,2015,Nigeria,32.2566297,0
NGA,2018,Nigeria,30.86329835,0
MKD,1998,North Macedonia,1.136273192,0
MKD,2000,North Macedonia,5.217662565,0
MKD,2002,North Macedonia,1.456554849,0
MKD,2003,North Macedonia,1.243688667,0
MKD,2004,North Macedonia,0.765934068,0
MKD,2005,North Macedonia,1.496119972,0
MKD,2006,North Macedonia,2.84100877,0
MKD,2008,North Macedonia,0.63659594,0
MKD,2009,North Macedonia,9.767671257,0
MKD,2010,North Macedonia,10.44822688,0
MKD,2011,North Macedonia,9.087074613,0
MKD,2012,North Macedonia,6.912791773,0
MKD,2013,North Macedonia,5.225698457,0
MKD,2014,North Macedonia,4.516734538,0
MKD,2015,North Macedonia,5.502537539,0
MKD,2016,North Macedonia,4.236635576,0
MKD,2017,North Macedonia,4.494006462,0
MKD,2018,North Macedonia,3.398556348,0
NOR,1991,Norway,0.475248851,0
NOR,1995,Norway,0.491034531,1
NOR,2000,Norway,0.235081829,1
NOR,2003,Norway,0.204524352,1
NOR,2004,Norway,0.264844873,1
NOR,2005,Norway,0.20196272,1
NOR,2006,Norway,0.130996374,1
NOR,2007,Norway,0.126682812,1
NOR,2008,Norway,0.226725491,1
NOR,2009,Norway,0.086947723,1
NOR,2010,Norway,0.150988138,1
NOR,2011,Norway,0.097571153,1
NOR,2012,Norway,0.117306812,1
NOR,2013,Norway,0.130435583,1
NOR,2014,Norway,0.112921229,1
NOR,2015,Norway,0.170049232,1
NOR,2016,Norway,0.280673307,1
NOR,2017,Norway,0.291652475,1
NOR,2018,Norway,0.254461298,1
NOR,2019,Norway,0.156533964,1
PAK,1996,Pakistan,22.29407022,0
PAK,1998,Pakistan,29.77659901,0
PAK,2001,Pakistan,33.27523473,0
PAK,2004,Pakistan,20.20335848,0
PAK,2005,Pakistan,20.29693869,0
PAK,2007,Pakistan,14.89868297,0
PAK,2010,Pakistan,9.381864062,0
PAK,2011,Pakistan,9.58788455,0
PAK,2013,Pakistan,7.362642871,0
PAK,2015,Pakistan,5.110188292,0
PAK,2018,Pakistan,4.93244806,0
PAN,1991,Panama,20.11065263,0
PAN,1995,Panama,15.47867772,0
PAN,1997,Panama,14.22118203,0
PAN,1998,Panama,14.45880534,0
PAN,1999,Panama,12.27508709,0
PAN,2000,Panama,11.07151189,0
PAN,2001,Panama,14.06280784,0
PAN,2002,Panama,9.564353274,0
PAN,2003,Panama,9.920746607,0
PAN,2004,Panama,8.794021837,0
PAN,2005,Panama,8.564977866,0
PAN,2006,Panama,9.389637731,0
PAN,2007,Panama,6.665941286,0
PAN,2008,Panama,4.073148937,0
PAN,2009,Panama,2.528208744,0
PAN,2010,Panama,3.392066752,0
PAN,2011,Panama,2.452236815,0
PAN,2012,Panama,3.465145696,0
PAN,2013,Panama,2.24455927,0
PAN,2014,Panama,2.893774606,0
PAN,2015,Panama,1.513954853,0
PAN,2016,Panama,1.516926731,0
PAN,2017,Panama,2.097128575,0
PAN,2018,Panama,1.40564489,0
PAN,2019,Panama,1.004099536,0
PNG,1996,Papua New Guinea,52.64489858,0
PNG,2009,Papua New Guinea,39.68331192,0
PRY,1995,Paraguay,12.40301923,0
PRY,1997,Paraguay,10.55316871,0
PRY,1999,Paraguay,10.20673848,0
PRY,2001,Paraguay,8.940979701,0
PRY,2002,Paraguay,13.23583443,0
PRY,2003,Paraguay,8.302467785,0
PRY,2004,Paraguay,5.707771923,0
PRY,2005,Paraguay,6.07228006,0
PRY,2006,Paraguay,7.947743745,0
PRY,2007,Paraguay,7.842305398,0
PRY,2008,Paraguay,4.321987816,0
PRY,2009,Paraguay,5.767491884,0
PRY,2010,Paraguay,5.459741344,0
PRY,2011,Paraguay,5.048014341,0
PRY,2012,Paraguay,3.331309979,0
PRY,2013,Paraguay,1.787566038,0
PRY,2014,Paraguay,2.413887988,0
PRY,2015,Paraguay,1.891344622,0
PRY,2016,Paraguay,1.694291687,0
PRY,2017,Paraguay,0.981439363,0
PRY,2018,Paraguay,1.406686625,0
PRY,2019,Paraguay,1.011510693,0
PER,1994,Peru,17.49187544,0
PER,1997,Peru,19.88415962,0
PER,1998,Peru,19.49075932,0
PER,1999,Peru,19.3359102,0
PER,2000,Peru,19.26862648,0
PER,2001,Peru,20.32250934,0
PER,2002,Peru,17.57169748,0
PER,2003,Peru,14.71223052,0
PER,2004,Peru,16.3319912,0
PER,2005,Peru,17.82866114,0
PER,2006,Peru,15.60482261,0
PER,2007,Peru,13.240407,0
PER,2008,Peru,10.95046569,0
PER,2009,Peru,8.82283677,0
PER,2010,Peru,6.835758113,0
PER,2011,Peru,6.508266031,0
PER,2012,Peru,6.081969143,0
PER,2013,Peru,5.426511991,0
PER,2014,Peru,4.829549187,0
PER,2015,Peru,4.741669979,0
PER,2016,Peru,4.618025375,0
PER,2017,Peru,4.4970593,0
PER,2018,Peru,3.569299311,0
PER,2019,Peru,2.978064004,0
PHL,1991,Philippines,27.19501486,0
PHL,1994,Philippines,25.5803358,0
PHL,1997,Philippines,18.16164225,0
PHL,2000,Philippines,15.03199118,0
PHL,2003,Philippines,13.63461416,0
PHL,2006,Philippines,15.29853339,0
PHL,2009,Philippines,11.12621719,0
PHL,2012,Philippines,12.48554379,0
PHL,2015,Philippines,8.290904289,0
PHL,2018,Philippines,5.044598474,0
POL,1992,Poland,0.223611566,0
POL,1993,Poland,0.174761963,0
POL,1995,Poland,1.744774299,0
POL,1996,Poland,3.000124512,0
POL,1998,Poland,0.031674006,0
POL,1999,Poland,0.072089823,0
POL,2000,Poland,0.139405339,0
POL,2001,Poland,0.08741436,0
POL,2002,Poland,0.084758152,0
POL,2003,Poland,0.075385485,0
POL,2004,Poland,0.105296569,0
POL,2005,Poland,0.184676222,0
POL,2006,Poland,0.039085575,0
POL,2007,Poland,0.031426505,0
POL,2008,Poland,0.012630832,0
POL,2009,Poland,0.015364228,0
POL,2010,Poland,0.007466901,0
POL,2011,Poland,0.028970924,0
POL,2012,Poland,0.021968882,0
POL,2013,Poland,0.00905477,0
POL,2014,Poland,0.010303651,0
POL,2015,Poland,0,0
POL,2016,Poland,0.004540368,0
POL,2017,Poland,0.001812518,0
POL,2018,Poland,0.00647354,0
POL,2019,Poland,0,0
PRT,2003,Portugal,0.895896368,0
PRT,2004,Portugal,0.53664836,0
PRT,2005,Portugal,0.543521214,0
PRT,2006,Portugal,0.092665896,0
PRT,2007,Portugal,0.257713543,0
PRT,2008,Portugal,0.137252394,0
PRT,2009,Portugal,0.165896615,0
PRT,2010,Portugal,0.136459831,0
PRT,2011,Portugal,0.508036104,0
PRT,2012,Portugal,0.703210638,0
PRT,2013,Portugal,0.855185916,0
PRT,2014,Portugal,0.545673779,0
PRT,2015,Portugal,0.482394234,0
PRT,2016,Portugal,0.374637015,0
PRT,2017,Portugal,0.410495999,0
PRT,2018,Portugal,0.290253898,0
PRT,2019,Portugal,0.148720617,0
ROU,1992,Romania,0.553104248,0
ROU,1994,Romania,8.907145996,0
ROU,1995,Romania,1.748584311,0
ROU,1997,Romania,2.248916082,0
ROU,1998,Romania,1.660489997,0
ROU,1999,Romania,5.328873856,0
ROU,2000,Romania,6.21738025,0
ROU,2001,Romania,4.441617847,0
ROU,2002,Romania,4.587094727,0
ROU,2003,Romania,3.175617204,0
ROU,2004,Romania,2.238734193,0
ROU,2005,Romania,1.77177383,0
ROU,2006,Romania,1.932631923,0
ROU,2007,Romania,0.861013215,0
ROU,2008,Romania,0,0
ROU,2009,Romania,0,0
ROU,2010,Romania,0,0
ROU,2011,Romania,0,0
ROU,2012,Romania,0,0
ROU,2013,Romania,0,0
ROU,2014,Romania,7.0226743,0
ROU,2015,Romania,5.266119069,0
ROU,2016,Romania,0,0
ROU,2017,Romania,3.266133243,0
ROU,2018,Romania,0,0
ROU,2019,Romania,2.164076617,0
RUS,1993,Russia,3.528897256,0
RUS,1996,Russia,4.656504049,0
RUS,1997,Russia,1.522083472,0
RUS,1998,Russia,2.284447282,0
RUS,1999,Russia,4.385636614,0
RUS,2000,Russia,2.975406653,0
RUS,2001,Russia,1.757626498,0
RUS,2002,Russia,1.011396768,0
RUS,2003,Russia,1.092987428,0
RUS,2004,Russia,1.003274879,0
RUS,2005,Russia,0.774756222,0
RUS,2006,Russia,0.440968204,0
RUS,2007,Russia,0.201399444,0
RUS,2008,Russia,0.092125151,0
RUS,2009,Russia,0.066181496,0
RUS,2010,Russia,0.083329449,0
RUS,2011,Russia,0.038264906,0
RUS,2012,Russia,0.032211402,0
RUS,2013,Russia,0.008163993,0
RUS,2014,Russia,0.021315758,0
RUS,2015,Russia,0.03634019,0
RUS,2016,Russia,0.027193299,0
